Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Açaí-Guaraná_prev,Citrus_prev,Maçã-Verde_prev,Original_269_prev,Original_473_prev,Pêssego_prev,Tangerina_prev,Zero_prev,MIN,Estação_Ana Rosa,Estação_Barra Funda,Estação_Brigadeiro,Estação_Brooklin,Estação_Brás,Estação_Butantã,Estação_Campo Belo,Estação_Consolação,Estação_Eucaliptos,Estação_Faria Lima,Estação_Fradique Coutinho,Estação_Higienópolis-Mackenzie,Estação_Hospital São Paulo,Estação_Luz,Estação_Moema,Estação_Paraíso,Estação_Pinheiros,Estação_República,Estação_São Joaquim,Estação_São Judas,Estação_Sé,Estação_Tamanduateí,Estação_Tatuapé,Estação_Trianon-Masp,Estação_Vila Mariana,TARGET
7,3,37,1,32,13,29,7,27.0,9.0,-5.0,-4.0,-1.0,2.0,28.0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,65,33,43,27,11,24,3,19.0,9.0,85.0,127.0,165.0,-1.0,22.0,29.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
73,56,23,41,23,5,19,43,14.0,-1.0,39.0,47.0,60.0,83.0,19.0,13.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
65,53,15,41,19,43,16,38,13.0,81.0,41.0,50.0,57.0,33.0,15.0,7.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
52,47,6,36,15,37,10,34,4.0,31.0,31.0,41.0,39.0,30.0,11.0,-3.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
39,43,65,33,10,32,8,28,6.0,27.0,30.0,39.0,26.0,22.0,5.0,124.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
28,36,58,28,4,30,4,25,0.0,28.0,23.0,29.0,17.0,22.0,-2.0,51.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
21,34,48,23,43,26,43,21,82.0,22.0,18.0,32.0,14.0,17.0,82.0,38.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
11,26,38,17,37,22,39,17,35.0,18.0,11.0,18.0,1.0,13.0,31.0,28.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,21,32,15,34,16,33,13,27.0,10.0,13.0,16.0,161.0,9.0,31.0,26.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
78,19,25,12,29,10,27,9,21.0,4.0,9.0,17.0,70.0,5.0,24.0,18.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
65,13,20,12,27,9,22,3,17.0,8.0,12.0,7.0,52.0,-3.0,25.0,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
58,4,15,8,25,3,17,43,12.0,-3.0,4.0,-5.0,51.0,83.0,23.0,10.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
47,65,7,2,19,43,12,37,7.0,83.0,-4.0,126.0,36.0,31.0,13.0,-1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
36,58,65,43,17,40,10,34,8.0,37.0,84.0,51.0,25.0,31.0,15.0,123.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
28,48,60,43,14,40,6,31,2.0,40.0,43.0,38.0,20.0,28.0,11.0,55.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
16,44,56,40,10,38,43,28,80.0,36.0,37.0,40.0,4.0,25.0,6.0,52.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
4,37,51,36,5,34,41,24,39.0,30.0,32.0,30.0,-8.0,20.0,0.0,46.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,29,42,35,43,33,38,18,35.0,32.0,34.0,21.0,168.0,12.0,81.0,33.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
73,27,34,34,37,30,33,15,28.0,27.0,33.0,25.0,60.0,12.0,31.0,26.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
62,25,29,34,34,27,31,9,29.0,24.0,34.0,23.0,51.0,3.0,31.0,24.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
55,16,22,31,30,25,25,3,22.0,24.0,29.5,11.5,51.5,0.0,28.0,18.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
46,13,14,28,24,23,19,43,13.0,21.0,25.0,10.0,37.0,83.0,18.0,6.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
39,9,4,22,20,22,16,37,13.0,21.0,16.0,5.0,32.0,31.0,16.0,-6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
32,65,65,16,17,16,11,32,6.0,10.0,10.0,121.0,25.0,27.0,14.0,126.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
23,61,55,11,15,10,9,28,7.0,4.0,6.0,57.0,14.0,24.0,13.0,45.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
11,57,46,5,12,4,3,26,-3.0,-2.0,-1.0,53.0,-1.0,24.0,9.0,37.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,49,40,43,9,43,43,24,83.0,82.0,81.0,41.0,161.0,22.0,6.0,34.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
78,44,31,43,4,40,41,20,39.0,37.0,43.0,39.0,70.0,16.0,-1.0,22.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
66,34,27,42,43,36,37,14,33.0,32.0,41.0,24.0,54.0,8.0,82.0,23.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
55,32,18,40,38,34,35,9,33.0,32.0,38.0,30.0,44.0,4.0,33.0,9.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
43,26,12,40,36,32,31,5,27.0,30.0,40.0,20.0,31.0,1.0,34.0,6.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
31,18,2,37,34,26,26,43,21.0,20.0,34.0,10.0,19.0,81.0,32.0,-8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
23,11,65,32,31,20,24,40,22.0,14.0,27.0,4.0,15.0,37.0,28.0,128.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
15,2,57,29,29,20,22,36,20.0,20.0,26.0,-7.0,7.0,32.0,27.0,49.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
8,65,47,26,25,17,16,31,10.0,14.0,23.0,128.0,1.0,26.0,21.0,37.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,58,43,25,19,16,14,25,12.0,15.0,24.0,51.0,164.0,19.0,13.0,39.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
78,48,36,24,13,16,10,20,6.0,16.0,23.0,38.0,70.0,15.0,7.0,29.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
70,46,29,22,11,10,6,17,2.0,4.0,20.0,44.0,62.0,14.0,9.0,22.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
61,41,20,20,9,7,43,15,80.0,4.0,18.0,36.0,52.0,13.0,7.0,11.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
50,33,10,20,7,6,38,11,33.0,5.0,20.0,25.0,39.0,7.0,5.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
40,23,4,18,5,43,34,8,30.0,80.0,16.0,13.0,30.0,5.0,3.0,-2.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
33,14,65,14,43,42,30,4,26.0,41.0,10.0,5.0,26.0,0.0,81.0,126.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
25,10,59,13,40,38,27,43,24.0,34.0,12.0,6.0,17.0,82.0,37.0,53.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
14,0,54,12,35,38,21,38,15.0,38.0,11.0,-10.0,3.0,33.0,30.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
6,65,46,8,30,32,16,35,11.0,26.0,4.0,130.0,-2.0,32.0,25.0,38.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,62,41,8,28,32,14,32,12.0,32.0,8.0,59.0,166.0,29.0,26.0,36.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
78,54,35,5,26,26,10,30,6.0,20.0,2.0,46.0,70.0,28.0,24.0,29.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
66,47,31,43,21,25,8,27,6.0,24.0,81.0,40.0,54.0,24.0,16.0,27.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
55,43,26,39,18,24,4,25,0.0,23.0,35.0,39.0,44.0,23.0,15.0,21.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
44,35,19,33,14,21,43,23,82.0,18.0,27.0,27.0,33.0,21.0,10.0,12.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
32,33,13,27,9,19,41,18,39.0,17.0,21.0,31.0,20.0,13.0,4.0,7.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
23,31,7,27,6,14,38,15,35.0,9.0,27.0,29.0,14.0,12.0,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
12,28,65,26,43,13,35,11,32.0,12.0,25.0,25.0,1.0,7.0,80.0,123.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
86,19,58,20,39,9,32,7,29.0,5.0,14.0,10.0,160.0,3.0,35.0,51.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
73,11,52,14,36,6,27,3,22.0,3.0,8.0,3.0,60.0,-1.0,33.0,46.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
66,9,48,13,34,43,24,43,21.0,80.0,12.0,7.0,59.0,83.0,32.0,44.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
53,65,38,13,31,42,18,40,12.0,41.0,13.0,121.0,40.0,37.0,28.0,28.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
42,62,28,11,27,39,16,38,14.0,36.0,9.0,59.0,31.0,36.0,23.0,18.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
31,55,22,8,24,34,14,36,12.0,29.0,5.0,48.0,20.0,34.0,21.0,16.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
21,52,13,4,22,31,10,30,6.0,28.0,0.0,49.0,11.0,24.0,20.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
8,43,9,43,17,30,7,25,4.0,29.0,82.0,34.0,-5.0,20.0,12.0,5.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,35,65,40,15,25,4,20,1.0,20.0,37.0,27.0,164.0,15.0,13.0,121.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
75,26,55,38,11,20,43,18,82.0,15.0,36.0,17.0,64.0,16.0,7.0,45.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
62,18,49,35,6,19,38,12,33.0,18.0,32.0,10.0,49.0,6.0,1.0,43.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
49,15,43,34,43,13,33,10,28.0,7.0,33.0,12.0,36.0,8.0,80.0,37.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
37,10,35,33,39,11,29,6,25.0,9.0,32.0,5.0,25.0,2.0,35.0,27.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
27,6,27,30,33,7,25,43,21.0,3.0,27.0,2.0,17.0,80.0,27.0,19.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
16,65,20,29,30,6,20,37,15.0,5.0,28.0,124.0,5.0,31.0,27.0,13.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
6,55,11,26,26,43,16,32,12.0,80.0,23.0,45.0,-4.0,27.0,22.0,2.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,51,6,20,20,40,14,27,12.0,37.0,14.0,47.0,166.0,22.0,14.0,1.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
79,47,65,16,18,39,10,23,6.0,38.0,12.0,43.0,72.0,19.0,16.0,124.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
66,42,61,13,15,34,8,20,6.0,29.0,10.0,37.0,53.0,17.0,12.0,57.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
53,40,55,13,9,33,6,14,4.0,32.0,13.0,38.0,40.0,8.0,3.0,49.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
42,36,51,10,6,32,43,11,80.0,31.0,7.0,32.0,31.0,8.0,3.0,47.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
35,29,46,6,43,29,38,9,33.0,26.0,2.0,22.0,28.0,7.0,80.0,41.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
26,21,37,43,41,26,34,7,30.0,23.0,80.0,13.0,17.0,5.0,39.0,28.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
15,12,33,40,39,23,28,1,22.0,20.0,37.0,3.0,4.0,-5.0,37.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
4,6,23,37,35,19,26,43,24.0,15.0,34.0,0.0,-7.0,85.0,31.0,13.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,65,16,31,33,18,22,41,18.0,17.0,25.0,124.0,168.0,39.0,31.0,9.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
79,60,11,28,28,16,19,39,16.0,14.0,25.0,55.0,72.0,37.0,23.0,6.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
72,56,4,25,26,14,15,33,13.0,13.0,23.5,54.0,68.5,30.0,25.0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
65,47,65,21,24,8,11,30,7.0,2.0,17.0,38.0,58.0,27.0,22.0,126.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
57,37,59,16,21,7,6,25,1.0,6.0,11.0,27.0,49.0,20.0,18.0,53.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
44,34,55,15,17,6,43,22,80.0,5.0,14.0,31.0,31.0,19.0,13.0,51.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
37,32,45,11,12,43,37,20,31.0,80.0,7.0,30.0,30.0,18.0,7.0,35.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
29,30,39,8,8,42,31,17,25.0,41.0,5.0,28.0,21.0,14.0,4.0,33.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
22,27,35,3,4,41,25,15,19.0,40.0,-2.0,24.0,15.0,13.0,0.0,31.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
15,17,26,43,43,41,21,11,17.0,41.0,83.0,7.0,8.0,7.0,82.0,17.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
4,13,16,38,38,41,17,6,13.0,41.0,33.0,9.0,-7.0,1.0,33.0,6.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,3,9,38,36,36,11,43,5.0,31.0,38.0,-7.0,168.0,80.0,34.0,2.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
75,65,65,33,30,33,5,40,-1.0,30.0,28.0,127.0,64.0,37.0,24.0,121.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
62,57,61,28,24,28,43,34,81.0,23.0,23.0,49.0,49.0,28.0,18.0,57.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
51,50,51,25,21,27,39,32,35.0,26.0,22.0,43.0,40.0,30.0,18.0,41.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
41,42,44,20,19,22,36,27,33.0,17.0,15.0,34.0,31.0,22.0,17.0,37.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
28,38,36,18,15,21,30,21,24.0,20.0,16.0,34.0,15.0,15.0,11.0,28.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
15,34,31,12,10,16,26,18,22.0,11.0,6.0,30.0,2.0,15.0,5.0,26.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
5,28,21,10,7,12,23,16,20.0,8.0,8.0,22.0,-5.0,14.0,4.0,11.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,22,17,7,2,7,20,10,17.0,2.0,4.0,16.0,167.0,4.0,-3.0,13.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
79,19,13,2,43,4,18,7,16.0,1.0,-3.0,16.0,72.0,4.0,84.0,9.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
69,10,8,43,39,43,16,4,14.0,82.0,84.0,1.0,59.0,1.0,35.0,3.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
60,5,65,39,37,38,14,43,12.0,33.0,35.0,0.0,51.0,82.0,35.0,122.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
49,65,60,37,31,38,12,37,10.0,38.0,35.0,125.0,38.0,31.0,25.0,55.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
41,62,54,37,26,34,9,35,6.0,30.0,37.0,59.0,33.0,33.0,21.0,48.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
33,53,45,33,20,31,4,31,-1.0,28.0,29.0,44.0,25.0,27.0,14.0,36.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
26,49,39,27,17,27,43,26,82.0,23.0,21.0,45.0,19.0,21.0,14.0,33.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
14,41,32,25,11,22,38,24,33.0,17.0,23.0,33.0,2.0,22.0,5.0,25.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
7,37,24,21,8,17,34,20,30.0,12.0,17.0,33.0,0.0,16.0,5.0,16.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,28,16,16,3,11,29,17,24.0,5.0,11.0,19.0,165.0,14.0,-2.0,8.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
76,21,8,16,43,8,26,12,23.0,5.0,16.0,14.0,66.0,7.0,83.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
64,14,65,13,38,2,22,7,18.0,-4.0,10.0,7.0,52.0,2.0,33.0,122.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
54,8,59,9,33,43,20,2,18.0,84.0,5.0,2.0,44.0,-3.0,28.0,53.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
41,65,55,8,27,39,18,43,16.0,35.0,7.0,122.0,28.0,84.0,21.0,51.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
33,56,51,3,25,37,14,41,10.0,35.0,-2.0,47.0,25.0,39.0,23.0,47.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
25,51,45,43,20,32,9,35,4.0,27.0,83.0,46.0,17.0,29.0,15.0,39.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
14,48,39,43,15,28,4,33,-1.0,24.0,43.0,45.0,3.0,31.0,10.0,33.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
7,45,29,40,9,23,43,30,82.0,18.0,37.0,42.0,0.0,27.0,3.0,19.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,36,22,36,7,22,37,27,31.0,21.0,32.0,27.0,165.0,24.0,5.0,15.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
73,27,13,36,4,20,34,23,31.0,18.0,36.0,18.0,60.0,19.0,1.0,4.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
62,19,8,31,43,14,29,20,24.0,8.0,26.0,11.0,51.0,17.0,82.0,3.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
49,15,65,27,38,13,25,17,21.0,12.0,23.0,11.0,36.0,14.0,33.0,122.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
38,6,55,25,33,11,21,15,17.0,9.0,23.0,-3.0,27.0,13.0,28.0,45.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
27,65,45,24,30,6,19,11,17.0,1.0,23.0,124.0,16.0,7.0,27.0,35.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
16,56,36,18,26,43,14,7,9.0,80.0,12.0,47.0,5.0,3.0,22.0,27.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
9,47,26,18,21,37,10,5,6.0,31.0,18.0,38.0,2.0,3.0,16.0,16.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
86,44,20,15,17,31,4,43,-2.0,25.0,12.0,41.0,163.0,81.0,13.0,14.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,REABASTECER
73,37,11,15,13,30,43,41,82.0,29.0,15.0,30.0,60.0,39.0,9.0,2.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NORMAL
