Açaí-Guaraná,Citrus,Estação,LAT,LONG,Maçã-Verde,Movimentação,Original_269,Original_473,Pêssego,TARGET,Tangerina,Tempo,Zero,row
41,20,Ana Rosa,-23.5813,-46.6383,6,64555,65,36,9,NORMAL,17,2019-12-19,27,12229
13,43,São Joaquim,-23.5618,-46.6389,16,34136,16,13,27,NORMAL,12,2018-02-22,11,12292
22,3,Fradique Coutinho,-23.5661,-46.6841,21,35784,53,30,18,NORMAL,19,2019-10-11,12,10721
37,29,São Judas,-23.6255,-46.6411,29,13796,3,65,43,REABASTECER,23,2018-04-12,35,13062
5,7,São Judas,-23.6255,-46.6411,22,15938,19,22,32,REABASTECER,17,2018-08-03,53,13173
37,35,São Judas,-23.6255,-46.6411,24,16881,65,50,5,NORMAL,43,2019-02-18,23,13368
34,10,São Judas,-23.6255,-46.6411,29,15668,11,37,7,NORMAL,5,2019-02-28,19,13378
14,36,São Judas,-23.6255,-46.6411,39,14828,34,31,15,NORMAL,13,2019-09-19,35,13579
43,36,São Judas,-23.6255,-46.6411,19,15527,29,54,43,NORMAL,43,2019-10-23,46,13613
6,22,São Judas,-23.6255,-46.6411,21,16367,59,35,43,REABASTECER,31,2018-05-13,27,13093
37,29,Eucaliptos,-23.61,-46.6686,43,24449,65,43,31,NORMAL,13,2018-09-09,5,16089
17,16,São Judas,-23.6255,-46.6411,1,13698,65,2,4,REABASTECER,36,2018-06-03,8,13113
35,10,Hospital São Paulo,-23.5984,-46.6455,22,26759,42,9,26,NORMAL,8,2019-12-30,56,17016
38,38,São Judas,-23.6255,-46.6411,13,16560,55,54,43,NORMAL,35,2018-11-25,65,13285
43,38,São Judas,-23.6255,-46.6411,25,14596,15,46,14,NORMAL,26,2019-06-03,38,13473
43,32,Paraíso,-23.57677,-46.63933,31,73798,2,86,39,REABASTECER,21,2018-10-10,42,280
30,6,Moema,-23.5489,-46.6388,43,18738,15,74,5,NORMAL,34,2018-08-03,19,16773
30,21,Moema,-23.5489,-46.6388,43,18320,63,14,39,NORMAL,25,2018-10-09,57,16839
3,12,Hospital São Paulo,-23.5984,-46.6455,43,24323,58,66,5,NORMAL,32,2019-09-30,2,16926
37,24,Paraíso,-23.57677,-46.63933,20,73555,33,8,17,NORMAL,12,2019-09-01,65,601
19,18,Vila Mariana,-23.5895,-46.6346,30,22161,47,45,30,NORMAL,18,2018-05-11,10,13811
14,19,Vila Mariana,-23.5895,-46.6346,42,21400,37,24,21,REABASTECER,18,2018-05-22,5,13822
43,34,Paraíso,-23.57677,-46.63933,27,71835,65,76,23,NORMAL,31,2019-12-16,38,706
34,19,Paraíso,-23.57677,-46.63933,37,70982,51,76,21,NORMAL,16,2018-05-23,50,143
43,7,Brigadeiro,-23.5683,-46.6482,23,47415,35,25,19,REABASTECER,13,2018-07-02,7,902
36,21,Brigadeiro,-23.5683,-46.6482,5,48113,47,55,7,REABASTECER,31,2018-10-18,17,1008
14,4,Brigadeiro,-23.5683,-46.6482,33,46092,20,86,34,REABASTECER,10,2018-10-23,39,1013
41,27,Brigadeiro,-23.5683,-46.6482,13,46011,65,39,17,NORMAL,36,2018-10-28,65,1018
34,28,Paraíso,-23.57677,-46.63933,15,71737,54,30,12,REABASTECER,16,2019-02-02,5,392
15,38,Brigadeiro,-23.5683,-46.6482,28,48438,29,32,9,NORMAL,22,2018-12-15,8,1065
13,38,Paraíso,-23.57677,-46.63933,33,70995,37,38,31,REABASTECER,6,2019-05-13,11,493
43,40,Brooklin,-23.6263,-46.6878,39,29945,56,69,2,REABASTECER,43,2018-01-12,38,14412
18,26,Brigadeiro,-23.5683,-46.6482,43,49786,60,50,34,REABASTECER,29,2019-09-18,9,1338
30,35,Brooklin,-23.6263,-46.6878,12,29161,36,24,30,NORMAL,41,2018-05-14,11,14534
26,33,Brigadeiro,-23.5683,-46.6482,19,49014,7,49,30,NORMAL,12,2019-11-11,11,1391
18,25,Brooklin,-23.6263,-46.6878,18,26301,36,13,26,NORMAL,43,2019-02-19,53,14809
7,9,Brooklin,-23.6263,-46.6878,11,26474,31,14,11,NORMAL,28,2019-10-24,26,15054
23,33,Brigadeiro,-23.5683,-46.6482,14,47463,14,20,12,NORMAL,22,2019-07-19,4,1279
5,41,Brooklin,-23.6263,-46.6878,12,29862,1,25,14,REABASTECER,8,2019-11-29,31,15089
15,38,Brooklin,-23.6263,-46.6878,40,26637,41,12,34,REABASTECER,26,2019-12-27,25,15117
17,29,Trianon-Masp,-23.5634,-46.6544,36,42159,32,40,26,NORMAL,26,2019-08-10,40,2020
39,3,Consolação,-23.5581,-46.6606,14,115378,35,13,7,NORMAL,31,2018-03-10,52,2230
14,14,Trianon-Masp,-23.5634,-46.6544,16,43639,7,38,18,REABASTECER,43,2018-08-18,44,1668
21,8,Trianon-Masp,-23.5634,-46.6544,43,43827,20,19,26,NORMAL,12,2018-09-07,31,1687
39,16,Consolação,-23.5581,-46.6606,35,113416,27,29,30,NORMAL,23,2018-10-09,20,2439
29,31,Campo Belo,-23.6188,-46.6823,7,23451,18,25,26,NORMAL,43,2019-05-15,37,15615
21,30,Trianon-Masp,-23.5634,-46.6544,30,42611,61,34,21,NORMAL,43,2019-02-05,22,1835
12,35,Consolação,-23.5581,-46.6606,24,112379,9,60,9,NORMAL,31,2019-02-02,65,2552
6,30,Campo Belo,-23.6188,-46.6823,26,23113,54,9,18,NORMAL,28,2019-12-15,19,15825
27,12,Trianon-Masp,-23.5634,-46.6544,33,45491,12,17,40,NORMAL,39,2019-09-18,40,2058
31,23,Trianon-Masp,-23.5634,-46.6544,12,42209,22,67,29,NORMAL,40,2019-10-09,12,2079
32,32,Tamanduateí,-23.5929,-46.5897,32,50804,49,54,31,NORMAL,30,2018-01-04,44,2884
36,10,Consolação,-23.5581,-46.6606,43,113377,11,86,28,NORMAL,15,2018-08-27,60,2397
38,20,Tamanduateí,-23.5929,-46.5897,14,49539,65,40,6,REABASTECER,38,2018-07-23,55,3083
28,25,Eucaliptos,-23.61,-46.6686,41,23909,56,26,32,NORMAL,7,2019-01-03,10,16203
38,43,Eucaliptos,-23.61,-46.6686,37,22972,61,54,8,NORMAL,10,2019-02-14,56,16244
24,37,Consolação,-23.5581,-46.6606,35,115272,51,37,11,NORMAL,37,2019-05-21,60,2661
30,19,Consolação,-23.5581,-46.6606,33,113909,2,25,20,NORMAL,5,2019-06-09,4,2679
43,35,Consolação,-23.5581,-46.6606,10,114713,26,7,34,REABASTECER,12,2019-06-28,1,2698
43,16,Consolação,-23.5581,-46.6606,8,113490,8,34,38,NORMAL,21,2019-08-07,13,2737
6,8,Moema,-23.5489,-46.6388,20,17129,65,67,17,REABASTECER,43,2018-01-21,65,16581
17,1,São Joaquim,-23.5618,-46.6389,8,36375,20,17,29,REABASTECER,16,2018-04-25,56,12355
4,33,São Judas,-23.6255,-46.6411,13,15265,15,86,28,REABASTECER,36,2019-05-21,56,13461
20,38,São Judas,-23.6255,-46.6411,31,13884,40,55,24,REABASTECER,25,2019-01-21,3,13341
7,37,Vila Mariana,-23.5895,-46.6346,30,22171,9,22,32,REABASTECER,5,2018-02-04,35,13714
27,7,São Judas,-23.6255,-46.6411,21,14054,59,38,23,NORMAL,32,2018-01-25,27,12985
16,10,Vila Mariana,-23.5895,-46.6346,37,22579,29,62,9,NORMAL,10,2018-07-05,45,13865
34,43,São Judas,-23.6255,-46.6411,7,14870,14,28,4,REABASTECER,41,2019-09-02,23,13562
38,9,São Judas,-23.6255,-46.6411,10,14692,60,31,39,NORMAL,23,2018-05-04,17,13084
19,38,São Judas,-23.6255,-46.6411,18,15177,54,11,29,NORMAL,24,2018-07-09,20,13149
20,6,Vila Mariana,-23.5895,-46.6346,1,23393,28,66,8,REABASTECER,20,2018-01-30,60,13710
11,21,Vila Mariana,-23.5895,-46.6346,23,23228,59,18,4,REABASTECER,13,2019-05-26,55,14186
31,18,Vila Mariana,-23.5895,-46.6346,14,24286,25,75,18,NORMAL,31,2019-09-16,25,14296
19,10,São Judas,-23.6255,-46.6411,29,15176,52,53,5,REABASTECER,12,2019-05-16,15,13456
39,41,Vila Mariana,-23.5895,-46.6346,43,23571,49,32,31,NORMAL,43,2019-05-07,65,14167
38,31,São Judas,-23.6255,-46.6411,32,16099,24,49,38,NORMAL,3,2019-12-07,15,13657
13,28,Vila Mariana,-23.5895,-46.6346,8,23920,47,22,21,NORMAL,8,2018-08-06,26,13896
11,16,Vila Mariana,-23.5895,-46.6346,22,22614,24,43,3,REABASTECER,18,2019-09-29,3,14309
33,25,Vila Mariana,-23.5895,-46.6346,30,24496,49,77,20,NORMAL,34,2019-11-07,14,14347
31,15,Brooklin,-23.6263,-46.6878,7,27159,10,76,29,NORMAL,43,2019-06-24,10,14934
21,9,Campo Belo,-23.6188,-46.6823,23,25544,65,86,12,NORMAL,14,2018-08-28,56,15358
35,24,Campo Belo,-23.6188,-46.6823,27,25970,59,1,13,REABASTECER,32,2018-10-20,31,15410
22,25,Campo Belo,-23.6188,-46.6823,23,23354,65,86,31,NORMAL,5,2019-09-15,57,15735
33,17,Campo Belo,-23.6188,-46.6823,2,25422,26,77,2,REABASTECER,8,2019-10-04,65,15754
15,31,Campo Belo,-23.6188,-46.6823,23,23781,28,86,43,NORMAL,15,2018-10-03,26,15393
21,33,Campo Belo,-23.6188,-46.6823,12,24884,25,39,39,NORMAL,12,2019-10-27,27,15777
18,18,Brooklin,-23.6263,-46.6878,43,29710,6,16,30,REABASTECER,15,2019-04-11,37,14861
43,24,Brooklin,-23.6263,-46.6878,14,29356,30,21,38,NORMAL,11,2019-06-21,30,14931
2,21,Eucaliptos,-23.61,-46.6686,7,22572,16,9,9,REABASTECER,13,2018-03-02,59,15902
4,33,Campo Belo,-23.6188,-46.6823,25,25256,42,73,17,NORMAL,32,2019-08-28,41,15718
23,8,Campo Belo,-23.6188,-46.6823,43,25731,25,48,43,REABASTECER,6,2018-02-27,33,15177
21,8,Campo Belo,-23.6188,-46.6823,5,25456,18,34,43,REABASTECER,6,2019-12-21,49,15831
26,38,Eucaliptos,-23.61,-46.6686,30,23202,48,62,27,NORMAL,30,2018-02-27,21,15897
12,43,Eucaliptos,-23.61,-46.6686,14,24514,40,15,6,REABASTECER,34,2019-05-16,6,16336
14,43,Campo Belo,-23.6188,-46.6823,25,26787,19,30,37,REABASTECER,6,2018-11-05,36,15425
11,37,Sé,-23.55,-46.6333,43,195030,50,79,17,REABASTECER,4,2019-11-02,4,4262
11,27,Brás,-23.5451,-46.6162,32,74090,36,86,19,NORMAL,15,2018-01-18,9,4338
22,38,Brigadeiro,-23.5683,-46.6482,12,46601,42,41,6,REABASTECER,28,2018-12-04,20,1054
22,31,Brigadeiro,-23.5683,-46.6482,7,47597,27,86,13,NORMAL,37,2019-01-06,61,1086
5,10,Brás,-23.5451,-46.6162,33,70505,62,67,12,REABASTECER,18,2018-05-15,57,4455
37,35,Sé,-23.55,-46.6333,34,194650,42,65,7,REABASTECER,22,2018-08-16,9,3826
11,28,Brás,-23.5451,-46.6162,4,74241,65,24,17,REABASTECER,11,2018-06-26,47,4496
12,19,Sé,-23.55,-46.6333,20,192434,24,37,43,REABASTECER,43,2018-10-29,5,3899
20,5,Brás,-23.5451,-46.6162,16,74113,19,38,41,REABASTECER,37,2019-04-28,42,4798
5,39,Brás,-23.5451,-46.6162,43,73043,40,5,28,REABASTECER,18,2019-08-08,12,4898
18,35,Brás,-23.5451,-46.6162,36,73276,47,22,27,NORMAL,22,2018-01-16,27,4336
13,12,Brás,-23.5451,-46.6162,37,74474,52,47,38,NORMAL,10,2018-07-28,41,4528
43,28,Brás,-23.5451,-46.6162,43,72878,16,58,13,NORMAL,17,2018-12-08,32,4658
5,7,Barra Funda,-23.5542,-46.6707,22,148130,20,12,43,REABASTECER,23,2019-08-26,22,5636
15,33,Brás,-23.5451,-46.6162,35,71191,21,18,16,NORMAL,33,2019-12-17,65,5027
25,8,Barra Funda,-23.5542,-46.6707,35,148721,59,75,22,REABASTECER,32,2018-05-13,2,5173
43,7,Consolação,-23.5581,-46.6606,37,114346,65,49,11,REABASTECER,9,2019-04-06,8,2616
41,35,Tamanduateí,-23.5929,-46.5897,22,50052,30,70,16,REABASTECER,17,2018-02-10,8,2920
33,8,Tamanduateí,-23.5929,-46.5897,29,52197,23,41,10,NORMAL,12,2018-02-22,41,2932
13,17,Tatuapé,-23.5402,-46.5765,13,67857,58,33,7,NORMAL,30,2019-07-22,60,6322
24,20,Tatuapé,-23.5402,-46.5765,32,69540,59,12,26,NORMAL,13,2019-02-18,22,6168
39,38,Sé,-23.55,-46.6333,20,191611,40,51,26,REABASTECER,4,2018-02-18,57,3648
38,21,Sé,-23.55,-46.6333,27,192228,65,66,34,NORMAL,37,2018-05-25,4,3745
17,3,República,-23.5436,-46.6434,39,109881,26,10,37,REABASTECER,40,2018-07-05,65,6665
37,11,República,-23.5436,-46.6434,17,108815,52,79,32,REABASTECER,16,2018-08-11,9,6701
39,3,República,-23.5436,-46.6434,15,110484,14,45,43,REABASTECER,15,2018-10-08,17,6758
25,5,República,-23.5436,-46.6434,32,109363,7,58,40,REABASTECER,22,2019-04-13,37,6943
7,28,Higienópolis-Mackenzie,-23.5488,-46.6519,25,92896,6,61,20,REABASTECER,17,2019-07-23,43,7763
5,16,Paraíso,-23.57677,-46.63933,14,72562,55,44,26,NORMAL,26,2019-08-17,28,587
11,26,Trianon-Masp,-23.5634,-46.6544,3,43061,29,51,18,NORMAL,32,2018-06-03,55,1593
23,31,Brigadeiro,-23.5683,-46.6482,39,47810,65,26,26,NORMAL,31,2019-04-01,59,1171
27,11,Brigadeiro,-23.5683,-46.6482,9,46776,3,31,3,REABASTECER,15,2019-07-09,7,1269
8,32,Brigadeiro,-23.5683,-46.6482,14,47837,51,47,37,NORMAL,43,2019-08-04,36,1294
30,18,Brooklin,-23.6263,-46.6878,23,29141,18,45,43,NORMAL,4,2018-10-12,29,14682
22,36,Consolação,-23.5581,-46.6606,9,113199,17,7,14,NORMAL,34,2019-01-10,21,2530
32,33,Trianon-Masp,-23.5634,-46.6544,25,42539,18,12,31,NORMAL,12,2019-01-20,44,1820
37,10,Brooklin,-23.6263,-46.6878,13,26156,12,65,12,REABASTECER,6,2019-12-22,60,15112
15,14,Campo Belo,-23.6188,-46.6823,43,24083,36,64,19,NORMAL,21,2018-01-29,17,15149
21,5,Consolação,-23.5581,-46.6606,29,114356,45,75,14,REABASTECER,43,2019-10-24,65,2814
8,40,Consolação,-23.5581,-46.6606,10,112670,27,39,43,NORMAL,22,2019-12-01,10,2851
39,18,Consolação,-23.5581,-46.6606,19,113589,15,28,36,NORMAL,19,2018-04-03,24,2253
39,43,Campo Belo,-23.6188,-46.6823,9,23789,38,73,28,NORMAL,10,2019-03-17,33,15557
43,15,Tamanduateí,-23.5929,-46.5897,41,53143,6,73,11,NORMAL,22,2018-08-24,21,3114
10,24,Tamanduateí,-23.5929,-46.5897,22,51115,61,12,8,NORMAL,8,2018-10-13,65,3163
16,33,Tamanduateí,-23.5929,-46.5897,7,53271,35,30,4,REABASTECER,20,2019-12-14,31,3584
38,17,Eucaliptos,-23.61,-46.6686,10,23398,4,15,3,NORMAL,21,2018-08-06,49,16056
37,18,Sé,-23.55,-46.6333,16,193771,46,6,21,REABASTECER,23,2018-09-08,30,3848
3,31,Tamanduateí,-23.5929,-46.5897,41,51577,30,64,40,REABASTECER,38,2018-12-29,31,3239
29,30,Tamanduateí,-23.5929,-46.5897,12,52419,1,11,29,REABASTECER,33,2019-02-17,34,3287
26,32,Tamanduateí,-23.5929,-46.5897,13,49722,43,66,25,NORMAL,43,2019-04-11,41,3341
38,4,Moema,-23.5489,-46.6388,41,18719,44,62,1,REABASTECER,5,2018-06-30,37,16740
12,18,Moema,-23.5489,-46.6388,17,18589,44,33,22,NORMAL,15,2018-09-11,40,16811
38,12,Moema,-23.5489,-46.6388,6,18525,23,5,6,NORMAL,43,2018-09-14,17,16814
38,19,Brás,-23.5451,-46.6162,41,71721,49,30,43,NORMAL,43,2018-05-28,43,4468
6,21,Sé,-23.55,-46.6333,24,193251,25,42,43,REABASTECER,11,2018-05-11,29,3731
31,43,Sé,-23.55,-46.6333,3,193284,29,75,43,REABASTECER,10,2018-07-27,10,3807
20,5,Sé,-23.55,-46.6333,13,191427,17,38,29,REABASTECER,43,2018-08-10,47,3820
26,39,Brás,-23.5451,-46.6162,33,70992,51,26,6,NORMAL,41,2019-01-24,37,4704
6,3,Sé,-23.55,-46.6333,43,192815,30,44,16,REABASTECER,18,2019-04-05,47,4055
32,27,Paraíso,-23.57677,-46.63933,24,72357,36,12,16,REABASTECER,9,2018-08-10,50,220
28,14,Sé,-23.55,-46.6333,31,195289,17,77,43,NORMAL,15,2019-09-25,15,4225
22,30,Barra Funda,-23.5542,-46.6707,8,148932,39,69,19,NORMAL,7,2018-01-29,10,5069
33,36,Brás,-23.5451,-46.6162,37,70660,57,64,31,NORMAL,36,2018-01-03,48,4323
13,15,Brás,-23.5451,-46.6162,25,73886,37,25,20,NORMAL,21,2018-01-07,19,4327
13,4,Barra Funda,-23.5542,-46.6707,38,150148,48,44,26,REABASTECER,15,2018-02-18,15,5088
34,39,Trianon-Masp,-23.5634,-46.6544,43,43264,22,15,19,NORMAL,10,2018-03-28,51,1528
15,20,Trianon-Masp,-23.5634,-46.6544,15,42645,5,11,4,REABASTECER,40,2018-10-12,58,1722
4,20,Trianon-Masp,-23.5634,-46.6544,30,43012,47,1,17,REABASTECER,7,2018-11-08,32,1748
23,43,Consolação,-23.5581,-46.6606,31,114857,19,77,15,NORMAL,35,2019-01-30,12,2550
15,34,Brigadeiro,-23.5683,-46.6482,38,47452,27,78,21,NORMAL,18,2018-01-29,57,749
9,43,Consolação,-23.5581,-46.6606,33,112271,21,22,27,NORMAL,25,2019-05-05,55,2645
6,10,Consolação,-23.5581,-46.6606,25,111813,46,31,11,NORMAL,37,2018-03-08,65,2228
43,43,Consolação,-23.5581,-46.6606,14,112205,65,10,34,NORMAL,20,2019-12-14,58,2864
16,26,Consolação,-23.5581,-46.6606,41,113988,28,37,11,NORMAL,39,2019-12-20,21,2870
23,30,Tamanduateí,-23.5929,-46.5897,31,52544,21,74,43,NORMAL,43,2018-03-15,18,2955
43,12,Brigadeiro,-23.5683,-46.6482,11,46562,12,86,21,NORMAL,22,2019-06-25,50,1255
21,23,Tamanduateí,-23.5929,-46.5897,8,52406,22,64,35,NORMAL,11,2018-08-08,4,3098
43,7,Consolação,-23.5581,-46.6606,43,112418,14,78,19,NORMAL,17,2019-05-17,23,2657
20,43,Brigadeiro,-23.5683,-46.6482,22,46756,16,24,38,NORMAL,43,2019-10-08,65,1358
33,32,Brigadeiro,-23.5683,-46.6482,6,46442,41,42,35,NORMAL,30,2019-11-29,13,1409
34,16,Trianon-Masp,-23.5634,-46.6544,6,43614,60,66,43,NORMAL,43,2018-01-12,46,1452
17,29,Trianon-Masp,-23.5634,-46.6544,15,43614,7,64,38,REABASTECER,26,2018-05-06,41,1566
37,35,Trianon-Masp,-23.5634,-46.6544,33,42734,27,10,35,NORMAL,36,2018-12-05,31,1775
20,13,Sé,-23.55,-46.6333,34,194993,19,13,10,NORMAL,37,2018-02-12,36,3642
16,12,Sé,-23.55,-46.6333,15,192826,29,75,11,NORMAL,17,2018-06-12,18,3762
43,15,Trianon-Masp,-23.5634,-46.6544,18,44497,9,77,15,REABASTECER,3,2019-07-02,39,1982
2,27,Tamanduateí,-23.5929,-46.5897,43,49456,19,57,14,REABASTECER,8,2019-05-08,50,3368
8,43,Sé,-23.55,-46.6333,25,193579,65,17,40,NORMAL,37,2018-09-26,36,3866
10,28,Tamanduateí,-23.5929,-46.5897,3,51418,29,18,43,REABASTECER,17,2019-12-15,26,3585
5,17,Sé,-23.55,-46.6333,15,193557,51,30,11,REABASTECER,14,2019-07-20,58,4160
1,26,Sé,-23.55,-46.6333,32,194315,12,86,41,NORMAL,6,2018-05-23,19,3743
32,18,Sé,-23.55,-46.6333,32,193238,5,31,43,REABASTECER,26,2019-11-07,37,4267
41,36,Sé,-23.55,-46.6333,7,194253,28,48,9,NORMAL,37,2019-11-15,41,4275
40,1,Consolação,-23.5581,-46.6606,24,112565,7,33,4,NORMAL,24,2019-08-27,5,2757
24,34,Brás,-23.5451,-46.6162,20,71904,23,39,28,NORMAL,43,2018-04-10,35,4420
10,37,Brás,-23.5451,-46.6162,15,71600,56,86,9,REABASTECER,5,2018-07-07,36,4507
38,38,Barra Funda,-23.5542,-46.6707,28,147340,58,14,32,NORMAL,28,2018-01-25,39,5065
43,38,Brás,-23.5451,-46.6162,32,73876,9,19,17,REABASTECER,19,2019-01-09,9,4689
37,37,Tamanduateí,-23.5929,-46.5897,22,52230,15,31,37,NORMAL,43,2019-02-15,47,3285
38,30,Barra Funda,-23.5542,-46.6707,15,149242,4,50,26,NORMAL,11,2018-09-09,36,5289
39,11,Luz,-23.5365,-46.6332,15,124846,53,75,39,NORMAL,11,2018-11-16,61,11116
11,38,Campo Belo,-23.6188,-46.6823,21,24521,17,23,34,NORMAL,43,2018-11-06,31,15426
2,28,República,-23.5436,-46.6434,43,110415,20,65,31,REABASTECER,21,2019-05-18,50,6978
27,12,Tamanduateí,-23.5929,-46.5897,29,51222,65,44,18,NORMAL,32,2019-12-21,50,3591
29,12,Tatuapé,-23.5402,-46.5765,39,70769,56,15,30,NORMAL,24,2019-10-26,24,6416
21,24,República,-23.5436,-46.6434,26,110539,21,33,19,NORMAL,16,2018-01-07,24,6487
15,18,República,-23.5436,-46.6434,33,110339,12,31,43,NORMAL,35,2018-08-07,38,6697
41,11,República,-23.5436,-46.6434,34,110559,6,67,25,NORMAL,17,2019-05-09,51,6969
8,13,República,-23.5436,-46.6434,25,107167,22,2,39,REABASTECER,19,2019-11-20,52,7160
30,33,Brás,-23.5451,-46.6162,43,71813,27,28,28,NORMAL,40,2018-05-10,26,4450
8,13,Higienópolis-Mackenzie,-23.5488,-46.6519,43,92883,42,77,28,NORMAL,27,2019-02-13,45,7603
19,29,Brás,-23.5451,-46.6162,34,72036,13,61,26,NORMAL,39,2019-06-01,16,4831
24,43,Brás,-23.5451,-46.6162,42,74111,65,42,30,NORMAL,40,2019-06-12,65,4842
7,37,Faria Lima,-23.5675,-46.6929,6,53609,62,66,17,NORMAL,11,2019-06-06,51,8436
27,36,Faria Lima,-23.5675,-46.6929,38,53534,48,31,11,NORMAL,11,2019-11-14,18,8594
19,34,Barra Funda,-23.5542,-46.6707,26,148535,41,17,6,REABASTECER,3,2018-07-11,34,5231
26,19,Pinheiros,-23.5664,-46.703,24,78836,49,66,10,NORMAL,43,2018-04-09,43,8739
35,28,Barra Funda,-23.5542,-46.6707,17,146960,28,31,34,NORMAL,19,2018-07-27,65,5247
9,16,Pinheiros,-23.5664,-46.703,31,76645,15,52,9,NORMAL,39,2018-10-24,55,8934
33,16,Faria Lima,-23.5675,-46.6929,36,51240,34,66,43,NORMAL,35,2019-05-28,40,8428
17,41,Barra Funda,-23.5542,-46.6707,33,148977,41,18,3,NORMAL,8,2019-07-10,65,5590
27,6,Barra Funda,-23.5542,-46.6707,36,147797,60,20,9,REABASTECER,43,2019-10-26,15,5696
41,10,Pinheiros,-23.5664,-46.703,38,79784,18,62,43,NORMAL,36,2019-08-14,50,9224
28,7,Barra Funda,-23.5542,-46.6707,40,147967,6,86,37,REABASTECER,33,2019-12-09,16,5739
43,17,Pinheiros,-23.5664,-46.703,7,77115,65,34,39,NORMAL,24,2019-09-06,29,9246
39,38,Pinheiros,-23.5664,-46.703,37,78234,9,86,21,REABASTECER,35,2018-05-30,24,8790
23,32,Butantã,-23.5844,-46.7252,26,64872,40,36,23,REABASTECER,43,2018-06-25,4,9535
22,24,Pinheiros,-23.5664,-46.703,37,77151,55,33,32,NORMAL,24,2018-10-08,36,8918
43,25,Butantã,-23.5844,-46.7252,9,64101,58,56,18,NORMAL,8,2019-02-26,19,9776
43,17,Tatuapé,-23.5402,-46.5765,42,69092,40,38,5,REABASTECER,27,2019-05-29,45,6269
28,8,Butantã,-23.5844,-46.7252,23,66573,42,8,7,NORMAL,43,2019-07-17,4,9917
25,5,República,-23.5436,-46.6434,12,107636,17,25,25,NORMAL,20,2018-01-27,26,6507
22,23,Fradique Coutinho,-23.5661,-46.6841,5,35450,56,71,3,NORMAL,43,2018-09-03,34,10323
9,43,República,-23.5436,-46.6434,20,107306,37,11,16,REABASTECER,30,2018-11-18,43,6798
8,16,Brigadeiro,-23.5683,-46.6482,38,49442,51,24,21,REABASTECER,33,2019-11-04,7,1384
8,18,Paraíso,-23.57677,-46.63933,36,73549,30,65,20,NORMAL,43,2018-03-13,9,73
41,14,Brigadeiro,-23.5683,-46.6482,43,48209,38,66,37,NORMAL,27,2019-11-18,28,1398
31,3,Brigadeiro,-23.5683,-46.6482,15,49321,35,19,32,NORMAL,30,2019-12-11,65,1421
43,31,Paraíso,-23.57677,-46.63933,7,71019,42,55,19,NORMAL,14,2018-06-04,41,154
5,34,Paraíso,-23.57677,-46.63933,31,71501,10,12,43,NORMAL,27,2018-10-09,49,279
21,34,Trianon-Masp,-23.5634,-46.6544,38,45345,4,45,37,REABASTECER,23,2018-11-04,61,1744
29,22,Consolação,-23.5581,-46.6606,38,113685,8,75,25,NORMAL,15,2018-03-03,28,2223
16,26,Consolação,-23.5581,-46.6606,28,113928,53,30,24,REABASTECER,43,2018-03-17,6,2237
33,24,Paraíso,-23.57677,-46.63933,19,70407,65,86,7,NORMAL,23,2019-04-19,61,469
28,43,Trianon-Masp,-23.5634,-46.6544,10,43816,15,86,24,NORMAL,13,2019-02-25,4,1855
28,8,Consolação,-23.5581,-46.6606,8,115260,20,76,24,NORMAL,43,2018-07-04,21,2344
18,38,Trianon-Masp,-23.5634,-46.6544,14,45678,32,38,37,NORMAL,36,2019-04-23,17,1913
31,21,Paraíso,-23.57677,-46.63933,38,72158,54,62,31,NORMAL,21,2019-10-02,34,632
30,14,Trianon-Masp,-23.5634,-46.6544,39,44013,21,30,43,NORMAL,43,2019-09-17,46,2057
27,10,Trianon-Masp,-23.5634,-46.6544,36,43500,7,66,19,REABASTECER,27,2019-10-01,9,2071
20,24,Consolação,-23.5581,-46.6606,10,112704,18,86,27,NORMAL,25,2019-04-02,41,2612
16,7,Consolação,-23.5581,-46.6606,22,111672,48,43,5,NORMAL,30,2019-06-24,36,2694
37,3,Consolação,-23.5581,-46.6606,17,113708,43,73,35,NORMAL,21,2019-07-08,1,2708
10,37,Consolação,-23.5581,-46.6606,35,115494,15,30,37,NORMAL,23,2018-05-25,48,2305
43,5,Brigadeiro,-23.5683,-46.6482,7,48045,36,3,43,NORMAL,19,2019-03-15,18,1155
18,39,Consolação,-23.5581,-46.6606,26,112556,11,67,12,NORMAL,33,2019-02-01,8,2551
43,25,Brigadeiro,-23.5683,-46.6482,11,46755,42,26,30,NORMAL,33,2019-08-06,21,1296
34,23,Trianon-Masp,-23.5634,-46.6544,16,42550,58,58,1,REABASTECER,6,2018-01-22,51,1462
43,42,Trianon-Masp,-23.5634,-46.6544,10,42915,29,36,28,NORMAL,18,2018-03-26,65,1526
12,6,Tamanduateí,-23.5929,-46.5897,29,50977,58,11,43,REABASTECER,1,2018-07-02,11,3062
38,32,Tamanduateí,-23.5929,-46.5897,24,49930,38,64,30,NORMAL,33,2018-07-05,61,3065
12,21,Tamanduateí,-23.5929,-46.5897,18,51736,33,61,43,NORMAL,20,2019-11-23,46,3563
5,37,Tamanduateí,-23.5929,-46.5897,32,50082,65,36,14,NORMAL,39,2018-08-02,55,3092
11,34,Tamanduateí,-23.5929,-46.5897,17,50766,29,75,23,NORMAL,40,2018-09-02,35,3122
43,3,Sé,-23.55,-46.6333,42,192103,65,54,39,REABASTECER,43,2018-01-13,49,3613
